pdt,mcr_group
PDT000168861.1,"aadA2,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000168862.1,"aadA2,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000168871.1,"aadA2,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000171430.1,"aadA2,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000171431.1,"aadA2,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000176456.1,"aadA2,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000181759.2,"aadA2,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000181760.2,"aadA2,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000181789.2,"aadA2,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000181811.2,"aadA2,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000181812.2,"aadA2,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000190678.2,"aadA2,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000202755.3,"aadA2,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000209875.2,"aadA2,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000215974.1,"aadA2,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000225234.1,"aadA2,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000233325.1,"aadA2,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000233840.1,"aadA2,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000236047.1,"aadA2,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000237135.1,"aadA2,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000237137.1,"aadA2,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000238072.2,"aadA2,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000240704.1,"aadA2,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000242128.2,"aadA2,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000270536.1,"aadA2,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000274854.2,"aadA2,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000289874.1,"aadA2,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000289895.1,"aadA2,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000289899.1,"aadA2,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000289904.1,"aadA2,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000291279.1,"aadA2,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000294381.1,"aadA2,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000294389.1,"aadA2,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000294390.1,"aadA2,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000294391.1,"aadA2,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000294397.1,"aadA2,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000294410.1,"aadA2,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000298042.1,"aadA2,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000298057.1,"aadA2,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000298087.1,"aadA2,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000298088.1,"aadA2,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000306429.2,"aadA2,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000322061.1,"aadA2,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000331967.1,"aadA2,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000333201.1,"aadA2,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000346596.1,"aadA2,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000346601.1,"aadA2,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000346614.1,"aadA2,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000346656.1,"aadA2,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000346665.1,"aadA2,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000346824.1,"aadA2,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000346889.1,"aadA2,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000346907.1,"aadA2,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000346931.1,"aadA2,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000346954.1,"aadA2,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000346978.1,"aadA2,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000351828.1,"aadA2,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000364522.1,"aadA2,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000365978.1,"aadA2,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000396733.1,"aadA2,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000396748.1,"aadA2,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000396763.1,"aadA2,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000396766.1,"aadA2,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000048128.1,"aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000064571.1,"aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000102772.2,"aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000107783.1,"aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000107917.1,"aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000107918.1,"aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000123365.1,"aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000124650.1,"aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000124681.1,"aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000127743.2,"aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000135480.1,"aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000136714.2,"aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000144602.1,"aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000168712.1,"aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000168742.1,"aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000168759.1,"aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000168760.1,"aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000168781.1,"aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000168802.1,"aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000168803.1,"aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000168805.1,"aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000168806.1,"aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000168819.1,"aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000168824.1,"aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000168829.1,"aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000168830.1,"aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000168840.1,"aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000168848.1,"aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000168853.1,"aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000168857.1,"aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000168861.1,"aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000168862.1,"aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000168871.1,"aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000171425.1,"aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000171430.1,"aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000171431.1,"aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000176456.1,"aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000181671.2,"aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000181759.2,"aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000181760.2,"aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000181789.2,"aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000181811.2,"aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000181812.2,"aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000190678.2,"aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000202755.3,"aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000209875.2,"aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000215974.1,"aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000225234.1,"aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000233325.1,"aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000237135.1,"aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000237137.1,"aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000238072.2,"aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000240704.1,"aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000270536.1,"aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000274854.2,"aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000289874.1,"aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000289895.1,"aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000289899.1,"aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000289904.1,"aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000291279.1,"aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000294381.1,"aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000294389.1,"aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000294390.1,"aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000294391.1,"aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000294397.1,"aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000294410.1,"aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000298031.1,"aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000298042.1,"aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000298057.1,"aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000298064.1,"aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000298084.1,"aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000298087.1,"aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000298088.1,"aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000306429.2,"aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000320891.1,"aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000322061.1,"aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000331967.1,"aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000333201.1,"aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000346596.1,"aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000346601.1,"aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000346614.1,"aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000346656.1,"aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000346665.1,"aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000346824.1,"aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000346889.1,"aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000346907.1,"aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000346931.1,"aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000346954.1,"aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000346978.1,"aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000351828.1,"aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000364522.1,"aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000365978.1,"aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000396733.1,"aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000396734.1,"aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000396737.1,"aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000396748.1,"aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000396763.1,"aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000396766.1,"aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,sul3,tet(A)=>mcr"
PDT000048128.1,"aadA1,aadA2,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,tet(A)=>mcr"
PDT000064571.1,"aadA1,aadA2,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,tet(A)=>mcr"
PDT000102772.2,"aadA1,aadA2,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,tet(A)=>mcr"
PDT000107783.1,"aadA1,aadA2,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,tet(A)=>mcr"
PDT000107917.1,"aadA1,aadA2,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,tet(A)=>mcr"
PDT000107918.1,"aadA1,aadA2,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,tet(A)=>mcr"
PDT000123365.1,"aadA1,aadA2,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,tet(A)=>mcr"
PDT000124650.1,"aadA1,aadA2,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,tet(A)=>mcr"
PDT000124681.1,"aadA1,aadA2,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,tet(A)=>mcr"
PDT000127743.2,"aadA1,aadA2,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,tet(A)=>mcr"
PDT000135480.1,"aadA1,aadA2,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,tet(A)=>mcr"
PDT000136714.2,"aadA1,aadA2,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,tet(A)=>mcr"
PDT000141666.2,"aadA1,aadA2,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,tet(A)=>mcr"
PDT000144602.1,"aadA1,aadA2,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,tet(A)=>mcr"
PDT000168712.1,"aadA1,aadA2,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,tet(A)=>mcr"
PDT000168742.1,"aadA1,aadA2,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,tet(A)=>mcr"
PDT000168759.1,"aadA1,aadA2,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,tet(A)=>mcr"
PDT000168760.1,"aadA1,aadA2,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,tet(A)=>mcr"
PDT000168781.1,"aadA1,aadA2,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,tet(A)=>mcr"
PDT000168802.1,"aadA1,aadA2,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,tet(A)=>mcr"
PDT000168803.1,"aadA1,aadA2,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,tet(A)=>mcr"
PDT000168805.1,"aadA1,aadA2,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,tet(A)=>mcr"
PDT000168806.1,"aadA1,aadA2,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,tet(A)=>mcr"
PDT000168819.1,"aadA1,aadA2,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,tet(A)=>mcr"
PDT000168824.1,"aadA1,aadA2,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,tet(A)=>mcr"
PDT000168829.1,"aadA1,aadA2,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,tet(A)=>mcr"
PDT000168830.1,"aadA1,aadA2,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,tet(A)=>mcr"
PDT000168840.1,"aadA1,aadA2,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,tet(A)=>mcr"
PDT000168848.1,"aadA1,aadA2,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,tet(A)=>mcr"
PDT000168853.1,"aadA1,aadA2,aph(3'')-Ib,aph(6)-Id,blaEC,cmlA1,floR,qacL,sul2,tet(A)=>mcr"
